"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"17696","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","shekhar badrilal","Payment Success","30000"
"17697","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","shekhar badrilal","Payment Success","30000"
"17698","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","Balaji Traders","Payment Success","141543"
"17699","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","Balaji Traders","Payment Success","131250"
"17700","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","Balaji Traders","Payment Success","166000"
"17701","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/141735","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","22-Apr-2025","Balaji Traders","Payment Success","105000"
"17702","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/141735","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","22-Apr-2025","Balaji Traders","Payment Success","193147"
"17703","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/141735","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","22-Apr-2025","Balaji Traders","Payment Success","102000"
"17704","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/141735","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","22-Apr-2025","Balaji Traders","Payment Success","101853"
"17705","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/143827","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","06-May-2025","Balaji Traders","Payment Success","177712"
"17706","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/143827","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","06-May-2025","Balaji Traders","Payment Success","152200"
"17707","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/141735","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","30-Jan-2025","Balaji Traders","Payment Success","110250"
"17708","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/141735","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","30-Jan-2025","Balaji Traders","Payment Success","88200"
"17709","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/141735","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","30-Jan-2025","Balaji Traders","Payment Success","121550"
"17710","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP103/2025-2026/209510","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Oct-2025","Balaji Traders","Payment Success","55925"
"17711","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP103/2025-2026/209510","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Oct-2025","Balaji Traders","Payment Success","206959"
"17712","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP103/2025-2026/209510","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Oct-2025","Balaji Traders","Payment Success","337575"
"17713","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP103/2025-2026/209510","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","22-Aug-2025","Balaji Traders","Payment Success","149940"
"17714","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP103/2025-2026/209510","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","22-Aug-2025","Balaji Traders","Payment Success","201600"
"17715","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Apr-2024","Balaji Traders","Payment Success","105000"
"17716","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Apr-2024","Balaji Traders","Payment Success","50400"
"17717","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Apr-2024","Balaji Traders","Payment Success","100458"
"17718","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Apr-2024","Balaji Traders","Payment Success","75000"
"17719","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Apr-2024","Balaji Traders","Payment Success","69100"
"17720","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Apr-2024","Balaji Traders","Payment Success","50308"
"17721","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Apr-2024","Balaji Traders","Payment Success","50400"
"17722","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Apr-2024","Balaji Traders","Payment Success","115500"
"17723","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","28-Apr-2024","Balaji Traders","Payment Success","103791"
"17724","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/143827","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","10-Mar-2025","Balaji Traders","Payment Success","88200"
"17725","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP103/2024-2025/143827","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","10-Mar-2025","Balaji Traders","Payment Success","141729"
"17726","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Apr-2024","mahesh","Payment Success","25000"
"17727","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Apr-2024","mahesh","Payment Success","25000"
"17728","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Apr-2024","mahesh","Payment Success","25000"
"17729","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Apr-2024","mahesh","Payment Success","26000"
"17730","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","29-Apr-2024","mahesh","Payment Success","19000"
"17731","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","mahesh","Payment Success","30000"
"17732","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","mahesh","Payment Success","30000"
"17733","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","mahesh","Payment Success","40000"
"17734","Madhya Pradesh","Construction of community centers and community halls","WS/MP103/2023-2024/31332","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","07-Mar-2024","mahesh","Payment Success","1207"
"17735","Odisha","Construction of community centers and community halls","WS/MP131/2024-2025/162167","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","08-Oct-2025","EMF","Payment Success","347"
"17736","Odisha","Construction of community centers and community halls","WS/MP131/2025-2026/152348","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","18-Sep-2025","EMF","Payment Success","114"
"17737","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP131/2025-2026/190497","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","23-Oct-2025","EMF","Payment Success","678"
"17738","Odisha","Construction of rooms and halls in school and colleges","WS/MP131/2024-2025/92627","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","11-Dec-2025","EMF","Payment Success","628"
"17739","Odisha","Construction of rooms and halls in school and colleges","WS/MP131/2024-2025/92627","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","24-Jun-2026","EMF","Payment Success","261"
"17740","Odisha","Construction of community centers and community halls","WS/MP18283/2025-2026/238246","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","Shri Subhasish Khuntia (2024-30) (2024-2030)","Elected MP","09-Jul-2026","EMF","Payment Success","203"
"17741","Odisha","Construction of community centers and community halls","WS/MP18283/2025-2026/238264","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","Shri Subhasish Khuntia (2024-30) (2024-2030)","Elected MP","17-Jul-2026","EMF","Payment Success","1"
"17742","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/205451","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","03-Nov-2025","EMF","Payment Success","232"
"17743","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/205452","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","30-Oct-2025","EMF","Payment Success","293"
"17744","Odisha","Construction of water tanks","WS/MP138/2025-2026/203489","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","10-Apr-2026","EMF","Payment Success","122"
"17745","Odisha","Construction of culverts and bridges","WS/MP138/2025-2026/257485","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","11-Jun-2026","EMF","Payment Success","943"
"17746","Odisha","Construction of culverts and bridges","WS/MP138/2025-2026/257484","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","11-Jun-2026","EMF","Payment Success","948"
"17747","Odisha","Construction of boundary walls of existing public and community buildings","WS/MP138/2025-2026/257483","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","11-Jun-2026","EMF","Payment Success","226"
"17748","Odisha","Construction of community centers and community halls","WS/MP18283/2025-2026/238243","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","Shri Subhasish Khuntia (2024-30) (2024-2030)","Elected MP","11-Jun-2026","EMF","Payment Success","81"
"17749","Odisha","Construction of community centers and community halls","WS/MP18283/2025-2026/238244","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","Shri Subhasish Khuntia (2024-30) (2024-2030)","Elected MP","29-Jul-2026","EMF","Payment Success","1"
"17750","Odisha","Construction of bus-sheds or bus-stops","WS/MP131/2026-2027/273372","Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA)","Dr. Sasmit Patra (2022-28) (2022-2028)","Elected MP","07-Aug-2026","EMF","Payment Success","210"
"17751","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2024-2025/153541","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","24-Mar-2025","Virendra Singh","Payment Success","108651"
"17752","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2024-2025/153542","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","24-Mar-2025","Virendra Singh","Payment Success","168749"
"17753","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2025-2026/248974","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","13-Feb-2026","Virendra Singh","Payment Success","265500"
"17754","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2025-2026/248975","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","13-Feb-2026","Virendra Singh","Payment Success","578200"
"17755","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2025-2026/248981","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","13-Feb-2026","Virendra Singh","Payment Success","790600"
"17756","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2024-2025/153541","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","21-Jan-2025","Virendra Singh","Payment Success","324500"
"17757","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2024-2025/153542","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","21-Jan-2025","Virendra Singh","Payment Success","472000"
"17758","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2025-2026/248981","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","31-Jul-2026","Virendra Singh","Payment Success","268646"
"17759","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2025-2026/248974","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","12-May-2026","Virendra Singh","Payment Success","94123"
"17760","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2025-2026/248975","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","12-May-2026","Virendra Singh","Payment Success","201356"
"17761","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP019/2025-2026/249202","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","28-Jan-2026","EE EDD UPPCL Robertsganj","Payment Success","164000"
"17762","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP019/2025-2026/249262","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","28-Jan-2026","EE EDD UPPCL Robertsganj","Payment Success","164000"
"17763","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP019/2025-2026/249265","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","28-Jan-2026","EE EDD UPPCL Robertsganj","Payment Success","150000"
"17764","Uttar Pradesh","Lighting of public spaces","WS/MP019/2025-2026/248826","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","05-Feb-2026","EE EDD UPPCL Robertsganj","Payment Success","224000"
"17765","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP019/2025-2026/249261","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","28-Jan-2026","EE EDD UPPCL Robertsganj","Payment Success","139000"
"17766","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP019/2025-2026/249260","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","22-Jan-2026","EE EDD UPPCL Robertsganj","Payment Success","207000"
"17767","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/165060","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","01-Jun-2025","EE EDD UPPCL Robertsganj","Payment Success","156000"
"17768","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/165065","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","01-Jun-2025","EE EDD UPPCL Robertsganj","Payment Success","247744"
"17769","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/165059","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","01-Jun-2025","EE EDD UPPCL Robertsganj","Payment Success","247000"
